dataset,split,model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2,n_train,n_val,n_test,epochs,train_time_h,units
log_kvrh,periodictablegroups,coNGN,0.00028654195630492925,0.0014450319677963039,0.999980164781682,0.04386432265217061,0.09353684099630374,0.9104029218230141,0.10786913728025606,0.1759751533559601,0.8387900727989038,7273,1039,2671,600,1.0045,log(GPa)
log_kvrh,pointgroup,coGN,0.00042905001722935514,0.004141814398386807,0.9998701997586263,0.05648838767936327,0.1155072398554679,0.8971050865616056,0.06841794802556071,0.11733765041907789,0.9085858891882523,7786,1112,2085,800,0.5416,log(GPa)
log_kvrh,pointgroup,coNGN,0.0003404881333111266,0.0035339000841202585,0.9999055063193591,0.05134789465761575,0.10888855858286503,0.9085592053471991,0.056370871609487574,0.10134925338695308,0.9318007542789979,7786,1112,2085,600,0.996,log(GPa)
log_kvrh,sgnum,coGN,0.0004674944063963809,0.009960429894159949,0.9992719042484204,0.052993155805131725,0.09992556017705799,0.9228543312415495,0.06900598420459161,0.11638070893540008,0.9002884370018589,7486,1069,2428,800,0.5245,log(GPa)
log_kvrh,sgnum,coNGN,0.0003710081908594782,0.00880748091211043,0.9994307071201756,0.046687985054704735,0.09274302851090614,0.9335460328727841,0.05746277911022949,0.09638370591702888,0.9316102889703718,7486,1069,2428,600,0.961,log(GPa)
mp_e_form,chemsys,coGN,0.0010763821157643446,0.008247104297274608,0.999949933432432,0.022243257018404263,0.05651969358201338,0.9976918711066696,0.023723512757175148,0.05931366045356508,0.9973222641437408,91527,13077,28117,800,3.822,eV/atom
mp_e_form,chemsys,coNGN,0.000457567139200888,0.005796332139069946,0.9999752684479891,0.021917334924156578,0.05819490282982031,0.9975530203651068,0.023322838212906812,0.059083664390616394,0.997342990386103,91527,13077,28117,600,26.6478,eV/atom
mp_e_form,composition,coGN,0.0011080148914614973,0.009089514727514054,0.9999389788792626,0.02154170883287802,0.05050843396964139,0.9981062612759763,0.024330555796514212,0.0579391816025315,0.9975133155665362,93255,13323,26143,800,4.2775,eV/atom
mp_e_form,composition,coNGN,0.00046780205903327465,0.006527533613839033,0.9999685299800429,0.020957361658770074,0.05385336236260469,0.9978471295282663,0.02276207776764542,0.05716869494913569,0.9975790126553312,93255,13323,26143,600,27.3194,eV/atom
mp_e_form,crystalsys,coGN,0.0010411026721708872,0.00805871844268868,0.9999507464504401,0.020177991932419103,0.055063722808150396,0.9977331735776676,0.048379006618867335,0.1139235477528102,0.9904215732280058,92710,13245,26766,800,4.6112,eV/atom
